Mês,Dia,Hora,Temperatura {C},Umidade {kg/kg},Densidade do ar {kg/m3},Velocidade do Vento {m/s},Direção do Vento {graus}
11,1,1,16.7,0.012891248,1.083,2,60
11,1,2,16.5,0.012722375,1.084,2,60
11,1,3,16.2,0.01247274,1.085,1,60
11,1,4,16,0.012322611,1.085,4,60
11,1,5,15.9,0.012199759,1.085,6,60
11,1,6,15.6,0.011958512,1.087,5,60
11,1,7,16,0.012267252,1.086,2,180
11,1,8,16.7,0.012849691,1.082,1,220
11,1,9,17.5,0.013004396,1.074,3,350
11,1,10,19,0.013505109,1.062,2,330
11,1,11,19.4,0.013396685,1.056,3,270
11,1,12,19.5,0.013578818,1.056,5,330
11,1,13,19.2,0.012263634,1.05,7,300
11,1,14,18.3,0.010353578,1.046,10,300
11,1,15,17,0.008747401,1.049,10,260
11,1,16,18,0.009725064,1.043,9,250
11,1,17,17.3,0.009307997,1.048,7,240
11,1,18,16,0.007768122,1.052,8,250
11,1,19,18.4,0.01379981,1.068,6,150
11,1,20,18,0.013913202,1.075,6,160
11,1,21,17.5,0.013488244,1.079,5,150
11,1,22,17.5,0.013404996,1.079,5,180
11,1,23,17.4,0.013426107,1.081,4,140
11,1,24,17,0.013077151,1.083,5,150
11,2,1,16.8,0.012905701,1.084,3,170
11,2,2,16.9,0.013032751,1.084,2,160
11,2,3,16.8,0.012947266,1.085,4,160
11,2,4,16.7,0.012876747,1.084,5,140
11,2,5,16.7,0.01291831,1.084,3,150
11,2,6,16.3,0.012582865,1.086,3,120
11,2,7,14.1,0.010406205,1.095,2,150
11,2,8,13.5,0.009525421,1.095,2,90
11,2,9,13.5,0.008569559,1.089,3,90
11,2,10,14.3,0.008812332,1.083,0,0
11,2,11,14.5,0.008713175,1.08,5,80
11,2,12,15.6,0.009100653,1.071,3,10
11,2,13,16.6,0.009719837,1.064,3,270
11,2,14,16.5,0.0098152,1.064,2,300
11,2,15,17.3,0.011073524,1.064,8,130
11,2,16,16.4,0.011546772,1.078,7,150
11,2,17,16.3,0.01204356,1.082,6,150
11,2,18,15.5,0.011272764,1.086,5,130
11,2,19,15.5,0.011466229,1.088,5,130
11,2,20,15.5,0.011300768,1.087,5,190
11,2,21,15.5,0.011370167,1.089,5,110
11,2,22,15.6,0.011559945,1.091,4,120
11,2,23,14.9,0.010892988,1.093,6,90
11,2,24,15,0.011010486,1.093,4,100
11,3,1,15.2,0.01134266,1.092,6,80
11,3,2,15,0.011271381,1.094,4,70
11,3,3,15.1,0.011485274,1.093,4,30
11,3,4,14.8,0.011255931,1.094,6,60
11,3,5,15,0.011491141,1.094,3,40
11,3,6,15,0.011478248,1.095,3,30
